"SystemName","status","OperatingSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"NMatrix","Beta","windows","developers","cgi-tools-libraries/code-generators","English/Spanish","c#","web-based/win32-(ms-windows)","2013-04-02","common-public-license-1.0/other-license"
"WxGeometrie","Beta","linux/mac/windows","education/science-research","education/mathematics/visualization","French","python","wxwidgets","2013-04-17","gnu-general-public-license-version-2.0-(gplv2)"
"yagf","Beta","bsd/linux","education/end-users-desktop/government","knowledge-management/workflow","Russian/Ukrainian","c++","qt","2016-11-25","gnu-general-public-license-version-3.0-(gplv3)"
"regexxer","Beta","bsd/linux","developers/end-users-desktop","gnome/software-development/text-processing","English","c++","gnome","2013-04-17","gnu-general-public-license-version-2.0-(gplv2)"
"Basic WebPage Builder","Alpha","windows","advanced-end-users/developers/end-users-desktop","design/templates/www-http","English","javascript","web-based/win32-(ms-windows)","2018-11-01","apache-license-v2.0"
"IMMS","Beta","bsd/linux","end-users-desktop","analysis/players","English","c++","x-window-system-(x11)","2013-03-26","gnu-general-public-license-version-2.0-(gplv2)"
"TSP Solver and Generator","Beta","linux/windows","education/end-users-desktop/science-research","algorithms/mathematics/testing","English/Russian/Ukrainian","c++","qt","2018-07-20","gnu-general-public-license-version-2.0-(gplv2)/gnu-general-public-license-version-3.0-(gplv3)"
"OOoLilyPond","Beta","bsd/linux/windows","advanced-end-users","editors/office-suites/word-processors","English","basic","plugins","2017-03-25","gnu-general-public-license-version-2.0-(gplv2)"
"SSL-Explorer","Inactive","bsd/linux/mac/windows","developers/end-users-desktop/system-administrators","cryptography/internet/networking/systems-administration","English","java","web-based","2013-04-15","gnu-general-public-license-version-2.0-(gplv2)"
"Meson Player","Beta","linux/mac/windows","advanced-end-users/end-users-desktop","players","English/Russian","c++","qt","2020-04-18","gnu-general-public-license-version-3.0-(gplv3)"
"Windows Environment Variables Manager","Alpha","windows","advanced-end-users/developers/system-administrators","systems-administration","English/Russian","c#",".net-mono","2016-03-11","gnu-general-public-license-version-2.0-(gplv2)"
"gnumex","Beta","windows","developers/engineering","software-development","English","c/matlab/perl","win32-(ms-windows)","2019-08-19","gnu-general-public-license-version-2.0-(gplv2)"
"Color Clutch","Beta","windows","advanced-end-users/developers/end-users-desktop","games-entertainment","English","c++","command-line/console-terminal","2013-04-25","gnu-general-public-license-version-2.0-(gplv2)"
"Anon Proxy Server","Beta","linux/windows","end-users-desktop/system-administrators","www-http","English","c/javascript/php","web-based","2015-10-30","zlib-libpng-license"
"OpenIMSCore","Beta","linux","telecommunications-industry","voip","English/Spanish","c","non-interactive-(daemon)","2016-10-12","gnu-general-public-license-version-2.0-(gplv2)"
"xplayer","Beta","linux","end-users-desktop","players","English","c","gtk+","2016-11-06","gnu-general-public-license-version-2.0-(gplv2)"
"Web School ERP","Beta","linux","other-audience","computer-aided-instruction-(cai)","English","php","web-based","2015-08-07","creative-commons-attribution-license"
"Windows IR/CF Tools","Beta","windows","information-technology","security","English","perl","win32-(ms-windows)","2015-01-27","gnu-general-public-license-version-2.0-(gplv2)"
"NoteTrainer PRO","Beta","windows","end-users-desktop","computer-aided-instruction-(cai)/hobbies/midi","English/Russian","c++","win32-(ms-windows)","2016-11-27","gnu-general-public-license-version-3.0-(gplv3)"
"Ipfilter-X Tools by Nexus23 Labs","Beta","bsd/linux/mac/windows","end-users-desktop","file-sharing/firewalls","English","perl","plugins","2019-11-28","creative-commons-attribution-non-commercial-license-v2.0/other-license"
"npplauncher","Beta","windows","advanced-end-users","desktop-environment","English","c++","win32-(ms-windows)","2019-12-28","gnu-general-public-license-version-2.0-(gplv2)"
"CheckSum Tool","Alpha","windows","advanced-end-users/developers/end-users-desktop/system-administrators","file-management","English","c#",".net-mono/win32-(ms-windows)","2013-04-17","mit-license"
"nxtOSEK","Alpha","windows","developers","operating-system-kernels/robotics","English","c/c++","command-line","2014-01-09","gnu-general-public-license-version-2.0-(gplv2)/mozilla-public-license-1.0-(mpl)"
"Point Cloud Skinner for Blender","Beta","linux/mac/windows","developers/science-research","graphics","English","python","plugins","2015-09-27","bsd-license"
"GNU/Liberty Basic Compiler Collection","Inactive","bsd/linux/windows","developers","code-generators/compilers/interpreters","English","c","gnome/win32-(ms-windows)","2013-04-16","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"KOF 91","Beta","linux/mac/windows","developers/end-users-desktop/other-audience","games-entertainment","English","c","win32-(ms-windows)/x-window-system-(x11)","2013-03-07","gnu-general-public-license-version-2.0-(gplv2)"
"Cool typing tutor","Beta","bsd/linux/mac/windows","education/end-users-desktop","education","English/Russian","java","java-swing","2013-05-31","creative-commons-attribution-license"
"Flavia Plant Leaf Recognition System","Alpha","linux/mac/windows","science-research","artificial-intelligence/information-analysis","English","matlab","console-terminal/gtk+/x-window-system-(x11)","2013-04-17","gnu-general-public-license-version-2.0-(gplv2)"
"pySioGame / eduActiv8","Inactive","linux/mac/windows","education/end-users-desktop","computer-aided-instruction-(cai)/education/puzzle-games","Catalan/English/Finnish/French/German/Greek/Hebrew/Italian/Polish/Portuguese/Russian/Spanish/Ukrainian","python","sdl","2020-01-06","gnu-general-public-license-version-3.0-(gplv3)"
"Link2Cam","Alpha","windows","end-users-desktop","capture/communications/video-capture","English","delphi-kylix","win32-(ms-windows)","2015-05-27","gnu-general-public-license-version-2.0-(gplv2)"
"WebLOAD","Abandoned","linux/windows","developers/financial-and-insurance-industry/information-technology/quality-engineers/system-administrators/telecommunications-industry","benchmark/soap/testing/www-http","English","c++/java/javascript","win32-(ms-windows)","2014-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"DebUsSy DFA Suite","Beta","bsd/linux/mac","advanced-end-users/developers/science-research","chemistry/physics/simulations","English","fortran","command-line","2018-09-24","gnu-general-public-license-version-3.0-(gplv3)"
"reJ","Beta","linux/mac/windows","developers/information-technology","compilers","English","java","java-swing","2013-04-30","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"synthv1","Beta","linux","end-users-desktop","midi/sound-synthesis","English","c++","qt/x-window-system-(x11)","3 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"1964","Beta","windows","developers/end-users-desktop/other-audience","compilers/emulators/games-entertainment","English","c","win32-(ms-windows)","2016-05-14","gnu-general-public-license-version-2.0-(gplv2)"
"BACnet Server","Beta","windows","developers/engineering","data-formats/scada","English","c","win32-(ms-windows)","2015-08-07","gnu-general-public-license-version-2.0-(gplv2)/mit-license"
"JFF Network Management System (NMS)","Beta","linux/mac/solaris/windows","customer-service/information-technology/system-administrators/telecommunications-industry","logging/monitoring/systems-administration","English/Spanish","php/unix-shell","non-interactive-(daemon)/web-based","2016-06-12","gnu-general-public-license-version-2.0-(gplv2)"
"gEcrit","Beta","linux/mac/windows","end-users-desktop","editors","English","python","wxwidgets","2016-11-02","gnu-general-public-license-version-2.0-(gplv2)"
"KCachegrind Profiler Frontend","Beta","bsd/linux","developers/information-technology","profiling/testing","English/German","c/c++","kde","2013-04-05","gnu-general-public-license-version-2.0-(gplv2)"
"neXtgen Povray Editor","Beta","bsd/linux/mac/windows","end-users-desktop","editors","English/French/German/Italian","c++","wxwidgets","2013-04-24","gnu-general-public-license-version-2.0-(gplv2)"
"MaxUAE","Alpha","bsd/linux/mac","developers/end-users-desktop","emulators","English","assembly/c","cocoa-(macos-x)","2013-04-16","gnu-general-public-license-version-2.0-(gplv2)"
"QuickSynergy","Beta","linux/mac","end-users-desktop","desktop-environment","English","c","cocoa-(macos-x)/gtk+","2013-04-08","gnu-general-public-license-version-2.0-(gplv2)"
"X-Organizer","Inactive","windows","developers","code-generators","English","c++","win32-(ms-windows)","2013-02-27","gnu-general-public-license-version-2.0-(gplv2)"
"pyPENELOPE","Beta","linux/mac/windows","science-research","physics/simulations","English","python","wxwidgets","2013-10-03","gnu-general-public-license-version-3.0-(gplv3)"
"Delineate - raster to SVG converter","Beta","linux/mac/windows","developers/end-users-desktop","graphics-conversion","English","java","cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2013-04-02","gnu-general-public-license-version-2.0-(gplv2)"
"rtEq","Pre-Alpha","bsd/linux","end-users-desktop","sound-audio","English","c++","x-window-system-(x11)","2014-04-22","gnu-general-public-license-version-2.0-(gplv2)"
"BlackNova Traders","Beta","bsd/linux","end-users-desktop/other-audience/system-administrators","multi-user-dungeons-(mud)/turn-based-strategy","English","javascript/php","web-based","2018-09-16","affero-gnu-public-license"
"Card credit checker","Beta","windows","financial-and-insurance-industry","financial","English","python","wxwidgets","2013-04-18","gnu-general-public-license-version-2.0-(gplv2)"
"Flowchart Visual Programming","Beta","windows","education","algorithms","Indonesian","visual-basic","win32-(ms-windows)/windows-aero","2014-12-12","academic-free-license-(afl)"
"Gameboy Advance Map Editor","Pre-Alpha","bsd/linux","developers","software-development","English","c","x-window-system-(x11)","2013-03-22","gnu-general-public-license-version-2.0-(gplv2)"
"PokerApp","Beta","bsd/linux/mac/windows","end-users-desktop","card-games","English","java","java-swing","2013-04-23","gnu-general-public-license-version-2.0-(gplv2)"
"AIFF Audio Tools","Beta","bsd/linux","developers/end-users-desktop","audio-conversion/editors/players","English","c","command-line/console-terminal","2015-10-15","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)/mit-license"
"CSV Mesh Importer for Blender","Beta","linux/mac/windows","developers","graphics","English","python","plugins","2015-05-10","bsd-license"
"Java Assembling Language","Alpha","linux/mac/windows","advanced-end-users/developers","email","English","java","command-line","2013-03-08","apache-software-license"
"Resolution Changer","Beta","windows","advanced-end-users/end-users-desktop","graphics/hardware","English","c++","command-line/win32-(ms-windows)","2015-04-29","gnu-general-public-license-version-2.0-(gplv2)"
"Adobe Source Libraries","Alpha","mac/windows","developers","algorithms/frameworks/i18n-(internationalization)/modeling/user-interfaces","English","c++","other-toolkit/project-is-a-user-interface-(ui)-system/project-is-a-window-manager","2013-04-29","mit-license"
"Blaze","Beta","windows","advanced-end-users/end-users-desktop","desktop-environment/human-machine-interfaces/search","English","c#/python","win32-(ms-windows)","2015-09-06","gnu-general-public-license-version-3.0-(gplv3)"
"G15SysMon","Beta","windows","developers/end-users-desktop","benchmark/monitoring","English","c#","project-is-a-user-interface-(ui)-system","2016-02-20","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Golden Crop","Beta","linux/mac/windows","education/end-users-desktop/information-technology","raster-based","English/German/Italian/Polish/Russian","javascript","plugins","2018-07-03","gnu-general-public-license-version-2.0-(gplv2)"
"KTooN: 2D Animation Toolkit","Beta","linux","end-users-desktop","graphics","English/Spanish","c++","x-window-system-(x11)","2014-06-09","gnu-general-public-license-version-3.0-(gplv3)"
"Squirrel Shell","Inactive","bsd/linux/windows","advanced-end-users/developers","system-shells","English","c++","console-terminal","2017-05-24","gnu-general-public-license-version-2.0-(gplv2)"
"Visual-MinGW","Alpha","windows","developers","integrated-development-environments-(ide)","English","c++","win32-(ms-windows)","2013-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"MPlayerGUI","Beta","windows","advanced-end-users","dvd/sound-audio/video","English","c++","win32-(ms-windows)","2015-08-03","gnu-general-public-license-version-2.0-(gplv2)"
"RecLink","Beta","linux","science-research","bio-informatics","English/Portuguese","c++","wxwidgets","2018-11-08","gnu-general-public-license-version-3.0-(gplv3)"
"iRiver iFP driver","Beta","bsd/linux/mac","developers/end-users-desktop","filesystems/hardware-drivers","English","c","command-line","2013-06-04","gnu-general-public-license-version-2.0-(gplv2)"
"Unicornscan","Beta","bsd/linux/mac/solaris","developers/information-technology/science-research/system-administrators","information-analysis/security","English","assembly/c","web-based","2013-05-30","gnu-general-public-license-version-2.0-(gplv2)"
"JME C64","Inactive","linux/mac/windows","developers/end-users-desktop","emulators/games-entertainment","English","java","handheld-mobile-pda/java-awt/java-swing","2016-05-18","gnu-general-public-license-version-2.0-(gplv2)"
