"SystemName","status","OperationSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"Linset",NA,"linux","auditors/security","security","NA","unix-shell","console-terminal","2016-11-29","gnu-general-public-license-version-3.0-(gplv3)"
"Savvy DOCX Recovery",NA,"windows","advanced-end-users/end-users-desktop/non-profit-organizations/religion/science-research/system-administrators","data-recovery/office-suites/word-processors","English","visual-basic-.net",".net-mono","2016-02-27","gnu-general-public-license-version-3.0-(gplv3)"
"TLauncher",NA,"linux","system-administrators","systems-administration","English","c++","non-interactive-(daemon)","2016-02-16","common-public-license-1.0"
"lin14-mGoms",NA,"NA","NA","NA","NA","NA","NA","2 days ago","NA"
"uriparser","Beta","NA","developers","data-formats/internet","NA","c","NA","2019-04-28","bsd-license/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"GameBase - Universal Emulator Frontend",NA,"windows","developers/end-users-desktop","emulators/front-ends/games-entertainment","English","visual-basic","win32-(ms-windows)","2014-06-19","gnu-general-public-license-version-2.0-(gplv2)"
"regain",NA,"linux/mac/windows","end-users-desktop/information-technology","data-formats/desktop-environment/indexing-search","French/German/Italian","java/jsp","non-interactive-(daemon)/web-based","2014-07-30","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"SharpVectorGraphics (aka SVG#)","Beta","windows","developers","viewers/xml","English","c#","win32-(ms-windows)","2016-01-01","bsd-license"
"Bitcoin","Beta","linux/mac/windows","NA","bitcoin/blockchain/cryptocurrency","Basque (Euskara)/Brazilian Portuguese/Bulgarian/Catalan/Chinese (Simplified)/Chinese (Traditional)/Croatian/Czech/Danish/Dutch/English/Estonian/Finnish/French/German/Greek/Hebrew/Hindi/Hungarian/Italian/Japanese/Lithuanian/Norwegian/Persian/Polish/Portuguese/Romanian/Russian/Serbian/Slovak/Spanish/Swedish/Turkish/Ukrainian","c++","qt","2019-07-29","mit-license"
"PeToUSB","Beta","windows","advanced-end-users/system-administrators","boot","English","c++","win32-(ms-windows)","2014-11-24","NA"
"Super Smash FLash 2","Beta","linux/mac/windows","NA","games-entertainment/multiplayer/role-playing","NA","NA","NA","2018-09-21","NA"
"MenuetOS",NA,"NA","NA","NA","NA","NA","NA","2019-09-02","gnu-general-public-license-version-2.0-(gplv2)"
"Quanta+ Web Development Environment",NA,"bsd/linux","developers/end-users-desktop/other-audience","k-desktop-environment-(kde)/symmetric-multi-processing/text-editors/www-http","NA","c++/perl","kde","2013-04-08","gnu-general-public-license-version-2.0-(gplv2)"
"SAE J1699-3 Implementation Project","Beta","bsd/linux/windows","developers/manufacturing/other-audience","communications/scientific-engineering","English","c","NA","2020-03-12","gnu-general-public-license-version-2.0-(gplv2)"
"TomPlayer",NA,"NA","NA","display/mp3","French","c","NA","2013-05-28","gnu-general-public-license-version-2.0-(gplv2)"
"CutyCapt","Beta","NA","developers/quality-engineers","capture/www-http","NA","c++","command-line","2013-07-14","gnu-general-public-license-version-2.0-(gplv2)"
"EasyBrake",NA,"windows","end-users-desktop","cd-ripping/video-conversion","Arabic/Chinese (Traditional)/Dutch/English/Finnish/French/German/Hungarian/Italian/Japanese/Polish/Russian/Spanish/Swedish/Turkish/Ukrainian","delphi-kylix","win32-(ms-windows)/windows-aero","2017-03-15","other-license"
"FileZillaPV",NA,"windows","end-users-desktop","file-transfer-protocol-(ftp)","English","c++","win32-(ms-windows)","2019-09-11","gnu-general-public-license-version-2.0-(gplv2)"
"NamelessROM",NA,"android","end-users-desktop","os-distribution","NA","c/c#/c++/java/perl/python","framebuffer","2017-07-31","apache-license-v2.0"
"Objects for Formatting Objects",NA,"NA","NA","NA","NA","NA","NA","2016-02-23","NA"
"GenX",NA,"linux/mac/windows","advanced-end-users/science-research","chemistry/physics/simulations","NA","python","wxwidgets","2020-03-30","gnu-general-public-license-version-2.0-(gplv2)"
"Hill Climb Racing Hacker",NA,"NA","NA","NA","NA","NA","NA","2013-10-14","NA"
"J.A.R.V.I.S.",NA,"NA","NA","NA","NA","NA","NA","2013-05-29","NA"
"Portable Forth Environment",NA,"linux/mac/windows","developers/other-audience","compilers/interpreters","NA","c","NA","2020-01-13","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"QJoyPad",NA,"bsd/linux","end-users-desktop/other-audience","hardware/side-scrolling-arcade-games","English","c++","kde","2013-04-24","gnu-general-public-license-version-2.0-(gplv2)"
"A Note",NA,"windows","end-users-desktop","desktop-environment/office-business/synchronization","English","c++","win32-(ms-windows)","2016-12-25","gnu-general-public-license-version-2.0-(gplv2)"
"Clustering Variation ",NA,"NA","science-research","machine-learning","NA","java","NA","2014-12-20","NA"
"Visual Pinball VR",NA,"NA","NA","NA","NA","NA","NA","2020-03-31","NA"
"Voxelstein 3D","Alpha","windows","NA","first-person-shooters","NA","c++","NA","2013-04-05","mit-license"
"avbuild",NA,"android/linux/mac/windows","developers","codec/multimedia","NA","NA","NA","5 days ago","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"Fakturama - Invoicing Made Easy",NA,"linux/mac/windows","NA","accounting/billing/enterprise","Basque (Euskara)/English/French/German/Hungarian/Italian/Polish/Romanian/Russian/Spanish/Turkish/Ukrainian","java","eclipse","2017-02-02","eclipse-public-license"
"zmatrix","Inactive","windows","end-users-desktop","desktop-environment/games-entertainment/graphics","English","c++","win32-(ms-windows)","2013-04-15","gnu-general-public-license-version-2.0-(gplv2)"
"Kiax - an IAX Softphone",NA,"bsd/linux/windows","end-users-desktop/information-technology/telecommunications-industry","internet-phone/voip","Brazilian Portuguese/Bulgarian/Czech/English/French/German/Hebrew/Italian/Macedonian/Malay/Polish/Spanish","c/c++","qt","2013-04-26","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"[we moved to GitHub] MyGUI",NA,"NA","developers","games-entertainment/user-interfaces","English/Russian","c++","NA","2014-08-16","mit-license"
"gpsim - The gnupic Simulator",NA,"bsd/linux/windows","developers/end-users-desktop","debuggers/electronic-design-automation-(eda)/emulators","NA","c/c++","gnome","2020-04-20","gnu-general-public-license-version-2.0-(gplv2)"
"pouetChess",NA,"linux/windows","end-users-desktop","board-games","English","c++","opengl","2013-04-23","gnu-general-public-license-version-2.0-(gplv2)"
"MyWebSQL",NA,"linux/mac/windows","developers/end-users-desktop/system-administrators","front-ends","NA","javascript/php","web-based","2016-10-01","gnu-general-public-license-version-2.0-(gplv2)/gnu-general-public-license-version-3.0-(gplv3)"
"Yasca",NA,"linux/mac/windows","developers/financial-and-insurance-industry/information-technology/quality-engineers","quality-assurance/testing/www-http","NA","java/php","console-terminal","2013-04-24","bsd-license/gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"json-py","Beta","NA","developers","data-formats","NA","python","NA","2015-02-14","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Evo9810OTA",NA,"NA","NA","NA","NA","NA","NA","1 day ago","NA"
"PinWin - Pin On Top",NA,"windows","advanced-end-users/end-users-desktop","desktop-environment","English","c#",".net-mono","3 hours ago","bsd-license"
"openSUSE Education",NA,"NA","education/end-users-desktop/non-profit-organizations/science-research/system-administrators","education/live-cd/scientific-engineering","NA","NA","project-is-a-window-manager","2016-07-02","NA"
"AcpiTool",NA,"linux","end-users-desktop","systems-administration","English","c++","command-line/console-terminal","2016-03-14","gnu-general-public-license-version-2.0-(gplv2)"
"wxDownload Fast","Beta","bsd/linux/mac/windows","end-users-desktop","internet","Czech/Dutch/English/French/Indonesian/Turkish","c++","NA","2013-04-26","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"K3DSurf",NA,"bsd/linux/mac/windows","advanced-end-users/education/end-users-desktop","education/graphics/mathematics/visualization","English","c++","qt","2020-04-07","gnu-general-public-license-version-2.0-(gplv2)"
"SBaGen Binaural Wave Generator",NA,"bsd/linux/mac/windows","developers/end-users-desktop","bio-informatics/medical-science-apps./sound-synthesis","English","c","win32-(ms-windows)","2013-06-05","gnu-general-public-license-version-2.0-(gplv2)"
"WIFE - Prowide Core",NA,"linux/mac/windows","developers/financial-and-insurance-industry/information-technology","data-formats/financial/frameworks","NA","java","NA","2020-04-22","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"Hyperic Application & System Monitoring",NA,"linux/mac/windows","developers/financial-and-insurance-industry/government/information-technology/quality-engineers/system-administrators","log-analysis/monitoring/systems-administration","NA","java/javascript","command-line/plugins/web-based","2016-09-09","gnu-general-public-license-version-2.0-(gplv2)"
"EmailSender","Pre-Alpha","windows","end-users-desktop","email-clients-(mua)","NA","c#",".net-mono","2013-05-13","gnu-general-public-license-version-2.0-(gplv2)"
"COM by TCP",NA,"windows","end-users-desktop","communications/debuggers/serial","NA","visual-basic/visual-basic-.net","win32-(ms-windows)","2017-01-06","creative-commons-attribution-license/public-domain"
"Sodipodi","Beta","bsd/linux/mac/windows","end-users-desktop","gnome/vector-based/viewers","English/French/Japanese","c","win32-(ms-windows)/x-window-system-(x11)","2019-08-09","gnu-general-public-license-version-2.0-(gplv2)/public-domain"
"Lc-dev",NA,"NA","NA","NA","NA","NA","NA","2020-04-23","NA"
"Zapping, a Gnome TV viewer","Alpha","bsd/linux/solaris","end-users-desktop","video","Czech/Dutch/French/German/Italian/Spanish","c","gnome","2017-11-29","gnu-general-public-license-version-2.0-(gplv2)"
"karlyriceditor",NA,"linux/windows","end-users-desktop","multimedia","NA","c++","qt","2019-08-06","gnu-general-public-license-version-3.0-(gplv3)"
"University Timetabling",NA,"linux/mac/windows","advanced-end-users/developers/education/science-research","algorithms/artificial-intelligence/scheduling","English","java/javascript/jsp","web-based","2 days ago","apache-license-v2.0"
"Volume Limiter",NA,"windows","end-users-desktop","sound-audio","NA","visual-basic","NA","2016-11-22","public-domain"
"LineageOS on Lenovo",NA,"NA","NA","NA","NA","NA","NA","2020-04-13","NA"
"OTA Hotel Management ",NA,"linux/mac/windows","other-audience","resource-booking","Chinese (Simplified)/English/Korean/Thai/Vietnamese","c++/javascript/php","web-based","2020-02-06","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)/other-license"
"testMaker",NA,"linux/mac/windows","advanced-end-users/education/science-research","testing","English/German","php","web-based","2015-10-15","gnu-general-public-license-version-2.0-(gplv2)"
"Dopus5 <U+2013> Directory Opus 5 (Amiga)","Beta","NA","end-users-desktop","file-management","NA","c","NA","2019-05-04","mozilla-public-license-1.1-(mpl-1.1)/other-license"
"Nootka",NA,"android/bsd/linux/mac/windows","education/other-audience","education/sound-audio","Czech/English/French/German/Hungarian/Italian/Polish/Russian/Slovene/Spanish","c++","qt","7 days ago","gnu-general-public-license-version-3.0-(gplv3)"
"puddletag",NA,"linux","end-users-desktop","editors","NA","python","qt","2015-10-12","gnu-general-public-license-version-3.0-(gplv3)"
"Osmo ",NA,"bsd/linux","end-users-desktop","calendar/to-do-lists","NA","c","gtk+","2018-08-26","gnu-general-public-license-version-2.0-(gplv2)"
"MobiSec",NA,"NA","NA","NA","NA","NA","NA","2016-08-19","NA"
"UnBBayes",NA,"linux/mac/windows","developers/education/end-users-desktop/financial-and-insurance-industry/healthcare-industry/science-research","artificial-intelligence","Brazilian Portuguese/English","java","java-swing","2020-04-08","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)/other-license"
"C++ Signal/Slot Library (sigslot)",NA,"linux/mac/windows","developers","NA","English","c++","non-interactive-(daemon)","2013-04-15","public-domain"
"Android Framework",NA,"NA","NA","midi","NA","c/java","NA","2016-02-12","NA"
"IDA ClassInformer PlugIn",NA,"windows","engineering/security","security/visualization","NA","c++","NA","2018-07-14","mit-license"
"Recipe Tools",NA,"linux/mac/windows","end-users-desktop","collection-management/cooking","NA","java/javascript","NA","2020-02-01","NA"
"RasTop",NA,"windows","education/science-research","bio-informatics/chemistry/molecular-science/visualization","NA","c/c++","win32-(ms-windows)","2015-04-24","gnu-general-public-license-version-2.0-(gplv2)"
"Halflife Admin Mod",NA,"bsd/linux/windows","end-users-desktop/system-administrators","first-person-shooters","English","c++","plugins","2013-12-03","gnu-general-public-license-version-2.0-(gplv2)"
"Open Cryptographic Framework for Linux",NA,"linux","advanced-end-users/developers","cryptography/firewalls/frameworks/hardware-drivers/linux","NA","c","command-line","2018-01-22","bsd-license"
"QTParted",NA,"bsd/linux","advanced-end-users/system-administrators","filesystems/storage/systems-administration","NA","c++","kde","2014-06-01","gnu-general-public-license-version-2.0-(gplv2)"
"Classilla","Alpha","mac","NA","browsers","German/Italian/Japanese","c++","NA","2014-10-28","mozilla-public-license-1.1-(mpl-1.1)"
"Offline Bangla Dictionary (E2B & B2E)",NA,"NA","NA","NA","NA","NA","NA","21 hours ago","NA"
"Roms kenzo/kate by Magicxavi","Beta","android","NA","operating-system-kernels","NA","NA","NA","2020-03-31","NA"
"XVIGAS an<U+00E1>lisis de vigas","Beta","windows","education","mechanical-and-civil-engineering","Spanish","c","win32-(ms-windows)","2018-12-27","mit-license"
"Ethernet/IP Explorer & C# Stack",NA,"linux/windows","advanced-end-users/developers","scada","NA","c#",".net-mono/win32-(ms-windows)","2019-12-15","mit-license"
"mbrowse",NA,"bsd/linux","management/system-administrators","internet","English","c","gtk+","2016-11-29","gnu-general-public-license-version-2.0-(gplv2)"
"Johnny Simulator","Beta","linux/windows","education","education","NA","free-pascal","win32-(ms-windows)","2015-06-18","gnu-general-public-license-version-3.0-(gplv3)"
"OpenNX Client","Beta","bsd/linux/mac/windows","advanced-end-users/system-administrators","communications","English/German/Russian","c/c++","wxwidgets/x-window-system-(x11)","2016-10-01","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Sokobano",NA,"linux/mac/windows","end-users-desktop","puzzle-games","NA","java","opengl","2013-05-02","gnu-general-public-license-version-2.0-(gplv2)"
"Virtual Hacking Lab",NA,"NA","NA","NA","NA","NA","NA","2013-06-16","NA"
"RedisView",NA,"NA","NA","database","Chinese (Simplified)/English","c++","NA","2019-09-08","NA"
"PL/JSON",NA,"linux/mac/windows","developers","ajax/json/web-services","NA","NA","NA","2016-08-04","mit-license"
"HnH Mouse Holder",NA,"NA","NA","NA","NA","visual-basic-.net","NA","2014-05-11","NA"
"AVFS: A Virtual Filesystem",NA,"bsd/linux/mac/solaris","developers/end-users-desktop","filesystems","English","c","non-interactive-(daemon)","3 days ago","gnu-general-public-license-version-2.0-(gplv2)"
